date,min,max,median,q1,q3,stdev,count
2020-08-30T00:00:00.000Z,0.35,2.6,1,0.7,1.5,0.474,386
2020-08-31T00:00:00.000Z,0.3,2.65,0.82,0.7,1.25,0.499,390
2020-09-01T00:00:00.000Z,0.3,3.33,0.8,0.6,1.7,0.708,342
2020-09-02T00:00:00.000Z,0.4,6.12,1.8,0.8,3.47,1.575,465
2020-09-03T00:00:00.000Z,0.5,26.85,2.29,1,5.53,6.092,470
2020-09-04T00:00:00.000Z,0.2,17.52,2.22,1.4,4.5,3.385,476
2020-09-05T00:00:00.000Z,0.6,122,1.65,1.2,2.8,10.192,478
2020-09-06T00:00:00.000Z,0.4,5.78,1.7,1.2,2.2,0.745,470
2020-09-07T00:00:00.000Z,0.2,8.69,3,0.77,4.97,2.254,441
2020-09-08T00:00:00.000Z,0.55,15.13,4.43,1.2,6.35,3.09,374
2020-09-09T00:00:00.000Z,0.6,9.27,3,1.5,6.3,2.455,405
2020-09-10T00:00:00.000Z,0.73,17.3,3.22,1.3,5.71,3.414,345
2020-09-11T00:00:00.000Z,0.73,15,2.34,1.83,4.43,3.106,308
2020-09-12T00:00:00.000Z,0.5,3.6,1.6,0.88,2.04,0.783,294
2020-09-13T00:00:00.000Z,0.2,3.72,1.3,0.85,1.8,0.881,363
2020-09-14T00:00:00.000Z,0.5,6.6,1.7,1.4,3.22,1.323,287
2020-09-15T00:00:00.000Z,3.42,27.02,7.85,6.43,9.44,4.428,251
2020-09-16T00:00:00.000Z,15.68,48.97,25.5,20.46,41.34,10.94,36
2020-09-17T00:00:00.000Z,2.5,41.85,9.61,6.32,16.82,9.882,154
2020-09-18T00:00:00.000Z,1.8,19.57,5.84,3,11.02,5.025,326
2020-09-19T00:00:00.000Z,2.8,45.12,16.05,13.65,19.27,8.689,302
2020-09-20T00:00:00.000Z,6.6,43.35,26.95,18.23,32.46,9.843,236
2020-09-21T00:00:00.000Z,12.32,39.2,28.02,23.55,31.25,5.95,223
