,date,PM 2.5,Station
520,2022-06-05,54.0,Normandie
521,2022-06-06,16.0,Normandie
522,2022-06-07,16.0,Normandie
523,2022-06-08,20.0,Normandie
524,2022-06-09,30.0,Normandie
525,2022-06-10,19.0,Normandie
526,2022-06-11,23.0,Normandie
527,2022-06-12,25.0,Normandie
528,2022-06-13,25.0,Normandie
529,2022-06-14,20.0,Normandie
530,2022-06-15,27.0,Normandie
531,2022-06-16,38.0,Normandie
532,2022-06-17,46.0,Normandie
533,2022-06-18,56.0,Normandie
534,2022-06-19,35.0,Normandie
535,2022-06-20,34.0,Normandie
536,2022-06-21,39.0,Normandie
537,2022-06-22,44.0,Normandie
538,2022-06-23,34.0,Normandie
539,2022-06-24,22.0,Normandie
540,2022-06-25,16.0,Normandie
541,2022-06-26,19.0,Normandie
542,2022-06-27,21.0,Normandie
543,2022-06-28,15.0,Normandie
544,2022-06-29,17.0,Normandie
545,2022-06-30,23.0,Normandie
546,2022-07-01,18.0,Normandie
547,2022-07-02,17.0,Normandie
548,2022-07-03,15.0,Normandie
549,2022-07-04,21.0,Normandie
550,2022-07-05,23.0,Normandie
551,2022-07-06,18.0,Normandie
552,2022-07-07,18.0,Normandie
553,2022-07-08,24.0,Normandie
554,2022-07-09,29.0,Normandie
555,2022-07-10,18.0,Normandie
556,2022-07-11,17.0,Normandie
557,2022-07-12,21.0,Normandie
558,2022-07-13,28.0,Normandie
559,2022-07-14,46.0,Normandie
560,2022-07-15,25.0,Normandie
561,2022-07-16,22.0,Normandie
562,2022-07-17,19.0,Normandie
563,2022-07-18,27.0,Normandie
564,2022-07-19,58.0,Normandie
565,2022-07-20,65.0,Normandie
566,2022-07-21,58.0,Normandie
567,2022-07-22,52.0,Normandie
568,2022-07-23,57.0,Normandie
569,2022-07-24,35.0,Normandie
570,2022-07-25,21.0,Normandie
571,2022-07-26,17.0,Normandie
572,2022-07-27,60.0,Normandie
573,2022-07-28,40.39888164026095,Normandie
574,2022-07-29,34.0,Normandie
575,2022-07-30,25.0,Normandie
576,2022-07-31,19.0,Normandie
577,2022-08-01,28.0,Normandie
578,2022-08-02,23.0,Normandie
579,2022-08-03,28.0,Normandie
580,2022-08-04,19.0,Normandie
581,2022-08-05,24.0,Normandie
582,2022-08-06,27.0,Normandie
583,2022-08-07,19.0,Normandie
584,2022-08-08,26.0,Normandie
585,2022-08-09,30.0,Normandie
586,2022-08-10,34.0,Normandie
587,2022-08-11,49.0,Normandie
588,2022-08-12,49.0,Normandie
589,2022-08-13,58.0,Normandie
590,2022-08-14,40.39888164026095,Normandie
591,2022-08-15,40.39888164026095,Normandie
592,2022-08-16,40.39888164026095,Normandie
593,2022-08-17,35.0,Normandie
594,2022-08-18,45.0,Normandie
595,2022-08-19,25.0,Normandie
596,2022-08-20,33.0,Normandie
597,2022-08-21,26.0,Normandie
598,2022-08-22,23.0,Normandie
599,2022-08-23,14.0,Normandie
600,2022-08-24,17.0,Normandie
601,2022-08-25,15.0,Normandie
602,2022-08-26,35.0,Normandie
603,2022-08-27,25.0,Normandie
604,2022-08-28,25.0,Normandie
605,2022-08-29,23.0,Normandie
606,2022-08-30,33.0,Normandie
607,2022-08-31,29.0,Normandie
608,2022-09-01,35.0,Normandie
609,2022-09-02,35.0,Normandie
610,2022-09-03,34.0,Normandie
611,2022-09-04,26.0,Normandie
612,2022-09-05,24.0,Normandie
613,2022-09-06,24.0,Normandie
614,2022-09-07,23.0,Normandie
615,2022-09-08,19.0,Normandie
616,2022-09-09,23.0,Normandie
617,2022-09-10,26.0,Normandie
618,2022-09-11,31.0,Normandie
619,2022-09-12,27.0,Normandie
620,2022-09-13,25.0,Normandie
621,2022-09-14,36.0,Normandie
622,2022-09-15,35.0,Normandie
623,2022-09-16,21.0,Normandie
624,2022-09-17,15.0,Normandie
625,2022-09-18,23.0,Normandie
626,2022-09-19,19.0,Normandie
627,2022-09-20,26.0,Normandie
628,2022-09-21,21.0,Normandie
629,2022-09-22,31.0,Normandie
630,2022-09-23,45.0,Normandie
631,2022-09-24,31.0,Normandie
632,2022-09-25,40.39888164026095,Normandie
633,2022-09-26,29.0,Normandie
634,2022-09-27,28.0,Normandie
635,2022-09-28,26.0,Normandie
636,2022-09-29,26.0,Normandie
637,2022-09-30,36.0,Normandie
638,2022-10-01,30.0,Normandie
639,2022-10-02,25.0,Normandie
640,2022-10-03,39.0,Normandie
641,2022-10-04,43.0,Normandie
642,2022-10-05,21.0,Normandie
643,2022-10-06,41.0,Normandie
644,2022-10-07,39.0,Normandie
645,2022-10-08,30.0,Normandie
646,2022-10-09,27.0,Normandie
647,2022-10-10,41.0,Normandie
648,2022-10-11,31.0,Normandie
649,2022-10-12,48.0,Normandie
650,2022-10-13,41.0,Normandie
651,2022-10-14,26.0,Normandie
652,2022-10-15,16.0,Normandie
653,2022-10-16,21.0,Normandie
654,2022-10-17,38.0,Normandie
655,2022-10-18,37.0,Normandie
656,2022-10-19,32.0,Normandie
657,2022-10-20,35.0,Normandie
658,2022-10-21,27.0,Normandie
659,2022-10-22,26.0,Normandie
660,2022-10-23,20.0,Normandie
661,2022-10-24,19.0,Normandie
662,2022-10-25,24.0,Normandie
663,2022-10-26,25.0,Normandie
664,2022-10-27,38.0,Normandie
665,2022-10-28,50.0,Normandie
666,2022-10-29,53.0,Normandie
667,2022-10-30,42.0,Normandie
668,2022-10-31,36.0,Normandie
669,2022-11-01,22.0,Normandie
670,2022-11-02,36.0,Normandie
671,2022-11-03,24.0,Normandie
672,2022-11-04,40.39888164026095,Normandie
673,2022-11-05,40.39888164026095,Normandie
674,2022-11-06,40.39888164026095,Normandie
675,2022-11-07,40.39888164026095,Normandie
676,2022-11-08,40.39888164026095,Normandie
677,2022-11-09,40.39888164026095,Normandie
678,2022-11-10,40.39888164026095,Normandie
679,2022-11-11,40.39888164026095,Normandie
680,2022-11-12,40.39888164026095,Normandie
681,2022-11-13,54.0,Normandie
682,2022-11-14,46.0,Normandie
683,2022-11-15,24.0,Normandie
684,2022-11-16,22.0,Normandie
685,2022-11-17,16.0,Normandie
686,2022-11-18,21.0,Normandie
