Date,Mesure,Région
2021-02-12,15.77,Auvergne-Rhône-Alpes
2021-02-13,9.75,Auvergne-Rhône-Alpes
2021-02-14,10.74,Auvergne-Rhône-Alpes
2021-02-15,1.57,Auvergne-Rhône-Alpes
2021-02-16,1.17,Auvergne-Rhône-Alpes
2021-02-17,5.65,Auvergne-Rhône-Alpes
2021-02-18,2.29,Auvergne-Rhône-Alpes
2021-02-19,2.29,Auvergne-Rhône-Alpes
2021-02-20,2.2,Auvergne-Rhône-Alpes
2021-02-21,2.17,Auvergne-Rhône-Alpes
2021-02-22,4.17,Auvergne-Rhône-Alpes
2021-02-23,5.07,Auvergne-Rhône-Alpes
2021-02-24,4.5,Auvergne-Rhône-Alpes
2021-02-25,4.9,Auvergne-Rhône-Alpes
2021-02-26,5.74,Auvergne-Rhône-Alpes
2021-02-27,7.3,Auvergne-Rhône-Alpes
2021-02-28,7.57,Auvergne-Rhône-Alpes
2021-03-01,13.0,Auvergne-Rhône-Alpes
2021-03-02,4.9,Auvergne-Rhône-Alpes
2021-03-03,6.1,Auvergne-Rhône-Alpes
2021-03-04,9.67,Auvergne-Rhône-Alpes
2021-03-05,11.09,Auvergne-Rhône-Alpes
2021-03-06,11.8,Auvergne-Rhône-Alpes
2021-03-07,18.84,Auvergne-Rhône-Alpes
2021-03-08,10.39,Auvergne-Rhône-Alpes
2021-03-09,9.77,Auvergne-Rhône-Alpes
2021-03-10,7.2,Auvergne-Rhône-Alpes
2021-03-11,3.26,Auvergne-Rhône-Alpes
2021-03-12,1.43,Auvergne-Rhône-Alpes
2021-03-13,1.23,Auvergne-Rhône-Alpes
2021-03-14,1.3,Auvergne-Rhône-Alpes
2021-03-15,1.92,Auvergne-Rhône-Alpes
2021-03-16,2.67,Auvergne-Rhône-Alpes
2021-03-17,2.7,Auvergne-Rhône-Alpes
2021-03-18,4.09,Auvergne-Rhône-Alpes
2021-03-19,4.73,Auvergne-Rhône-Alpes
2021-03-20,3.2,Auvergne-Rhône-Alpes
2021-03-21,3.47,Auvergne-Rhône-Alpes
2021-03-22,3.97,Auvergne-Rhône-Alpes
2021-03-23,4.01,Auvergne-Rhône-Alpes
2021-03-24,8.67,Auvergne-Rhône-Alpes
2021-03-25,6.1,Auvergne-Rhône-Alpes
2021-03-26,6.1,Auvergne-Rhône-Alpes
2021-03-27,1.2,Auvergne-Rhône-Alpes
2021-03-28,2.9,Auvergne-Rhône-Alpes
2021-03-29,3.83,Auvergne-Rhône-Alpes
2021-03-30,3.63,Auvergne-Rhône-Alpes
2021-03-31,2.8,Auvergne-Rhône-Alpes
2021-04-01,2.4,Auvergne-Rhône-Alpes
2021-04-02,4.0,Auvergne-Rhône-Alpes
2021-04-03,6.17,Auvergne-Rhône-Alpes
2021-04-04,2.02,Auvergne-Rhône-Alpes
2021-04-05,3.1,Auvergne-Rhône-Alpes
2021-04-06,1.5,Auvergne-Rhône-Alpes
2021-04-07,1.8,Auvergne-Rhône-Alpes
2021-04-08,2.8,Auvergne-Rhône-Alpes
2021-04-09,1.1,Auvergne-Rhône-Alpes
2021-04-10,1.0,Auvergne-Rhône-Alpes
2021-04-11,0.7,Auvergne-Rhône-Alpes
2021-04-12,2.4,Auvergne-Rhône-Alpes
2021-04-13,2.93,Auvergne-Rhône-Alpes
2021-04-14,3.7,Auvergne-Rhône-Alpes
2021-04-15,3.3,Auvergne-Rhône-Alpes
2021-04-16,3.3,Auvergne-Rhône-Alpes
2021-04-17,4.23,Auvergne-Rhône-Alpes
2021-04-18,3.77,Auvergne-Rhône-Alpes
2021-04-19,4.67,Auvergne-Rhône-Alpes
2021-04-20,3.32,Auvergne-Rhône-Alpes
2021-04-21,3.42,Auvergne-Rhône-Alpes
2021-04-22,5.84,Auvergne-Rhône-Alpes
2021-04-23,3.83,Auvergne-Rhône-Alpes
2021-04-24,3.2,Auvergne-Rhône-Alpes
2021-04-25,2.63,Auvergne-Rhône-Alpes
2021-04-26,3.33,Auvergne-Rhône-Alpes
2021-04-27,3.1,Auvergne-Rhône-Alpes
2021-04-28,2.8,Auvergne-Rhône-Alpes
2021-04-29,6.2,Auvergne-Rhône-Alpes
2021-04-30,3.7,Auvergne-Rhône-Alpes
2021-05-01,7.29,Auvergne-Rhône-Alpes
2021-05-02,4.19,Auvergne-Rhône-Alpes
2021-05-03,3.33,Auvergne-Rhône-Alpes
2021-05-04,1.93,Auvergne-Rhône-Alpes
2021-05-05,1.23,Auvergne-Rhône-Alpes
2021-05-06,2.06,Auvergne-Rhône-Alpes
2021-05-07,1.07,Auvergne-Rhône-Alpes
2021-05-08,1.1,Auvergne-Rhône-Alpes
2021-05-09,1.0,Auvergne-Rhône-Alpes
2021-05-10,1.0,Auvergne-Rhône-Alpes
2021-05-11,0.77,Auvergne-Rhône-Alpes
2021-05-12,1.42,Auvergne-Rhône-Alpes
2021-05-13,0.7,Auvergne-Rhône-Alpes
2021-05-14,0.7,Auvergne-Rhône-Alpes
2021-05-15,1.3,Auvergne-Rhône-Alpes
2021-05-16,1.73,Auvergne-Rhône-Alpes
2021-05-17,0.93,Auvergne-Rhône-Alpes
2021-05-18,1.17,Auvergne-Rhône-Alpes
2021-05-19,0.82,Auvergne-Rhône-Alpes
2021-05-20,0.5,Auvergne-Rhône-Alpes
2021-05-21,4.332191011235955,Auvergne-Rhône-Alpes
2021-05-22,4.332191011235955,Auvergne-Rhône-Alpes
2021-05-23,4.332191011235955,Auvergne-Rhône-Alpes
2021-05-24,4.332191011235955,Auvergne-Rhône-Alpes
2021-05-25,4.332191011235955,Auvergne-Rhône-Alpes
2021-05-26,4.332191011235955,Auvergne-Rhône-Alpes
2021-05-27,4.332191011235955,Auvergne-Rhône-Alpes
2021-05-28,4.332191011235955,Auvergne-Rhône-Alpes
2021-05-29,4.332191011235955,Auvergne-Rhône-Alpes
2021-05-30,4.332191011235955,Auvergne-Rhône-Alpes
2021-05-31,4.332191011235955,Auvergne-Rhône-Alpes
2021-06-01,4.332191011235955,Auvergne-Rhône-Alpes
2021-06-02,4.332191011235955,Auvergne-Rhône-Alpes
2021-06-03,4.332191011235955,Auvergne-Rhône-Alpes
2021-06-04,1.5,Auvergne-Rhône-Alpes
2021-06-05,1.0,Auvergne-Rhône-Alpes
2021-06-06,1.8,Auvergne-Rhône-Alpes
2021-06-07,6.57,Auvergne-Rhône-Alpes
2021-06-08,4.59,Auvergne-Rhône-Alpes
2021-06-09,4.98,Auvergne-Rhône-Alpes
2021-06-10,4.94,Auvergne-Rhône-Alpes
2021-06-11,5.33,Auvergne-Rhône-Alpes
2021-06-12,1.7,Auvergne-Rhône-Alpes
2021-06-13,1.9,Auvergne-Rhône-Alpes
2021-06-14,2.02,Auvergne-Rhône-Alpes
2021-06-15,1.83,Auvergne-Rhône-Alpes
2021-06-16,3.23,Auvergne-Rhône-Alpes
2021-06-17,4.37,Auvergne-Rhône-Alpes
2021-06-18,3.58,Auvergne-Rhône-Alpes
2021-06-19,5.19,Auvergne-Rhône-Alpes
2021-06-20,2.57,Auvergne-Rhône-Alpes
2021-06-21,2.4,Auvergne-Rhône-Alpes
2021-06-22,1.21,Auvergne-Rhône-Alpes
2021-06-23,0.9,Auvergne-Rhône-Alpes
2021-06-24,1.21,Auvergne-Rhône-Alpes
2021-06-25,3.4,Auvergne-Rhône-Alpes
2021-06-26,3.9,Auvergne-Rhône-Alpes
2021-06-27,2.13,Auvergne-Rhône-Alpes
2021-06-28,2.17,Auvergne-Rhône-Alpes
2021-06-29,0.9,Auvergne-Rhône-Alpes
2021-06-30,1.47,Auvergne-Rhône-Alpes
2021-07-01,2.33,Auvergne-Rhône-Alpes
2021-07-02,3.3,Auvergne-Rhône-Alpes
2021-07-03,4.59,Auvergne-Rhône-Alpes
2021-07-04,4.22,Auvergne-Rhône-Alpes
2021-07-05,1.23,Auvergne-Rhône-Alpes
2021-07-06,1.95,Auvergne-Rhône-Alpes
2021-07-07,1.9,Auvergne-Rhône-Alpes
2021-07-08,1.6,Auvergne-Rhône-Alpes
2021-07-09,1.77,Auvergne-Rhône-Alpes
2021-07-10,1.93,Auvergne-Rhône-Alpes
2021-07-11,2.85,Auvergne-Rhône-Alpes
2021-07-12,2.5,Auvergne-Rhône-Alpes
2021-07-13,2.09,Auvergne-Rhône-Alpes
2021-07-14,2.2,Auvergne-Rhône-Alpes
2021-07-15,5.17,Auvergne-Rhône-Alpes
2021-07-16,2.52,Auvergne-Rhône-Alpes
2021-07-17,7.6,Auvergne-Rhône-Alpes
2021-07-18,7.9,Auvergne-Rhône-Alpes
2021-07-19,5.43,Auvergne-Rhône-Alpes
2021-07-20,5.73,Auvergne-Rhône-Alpes
2021-07-21,9.47,Auvergne-Rhône-Alpes
2021-07-22,8.17,Auvergne-Rhône-Alpes
2021-07-23,7.42,Auvergne-Rhône-Alpes
2021-07-24,3.37,Auvergne-Rhône-Alpes
2021-07-25,2.47,Auvergne-Rhône-Alpes
2021-07-26,3.67,Auvergne-Rhône-Alpes
2021-07-27,4.26,Auvergne-Rhône-Alpes
2021-07-28,4.94,Auvergne-Rhône-Alpes
2021-07-29,3.6,Auvergne-Rhône-Alpes
2021-07-30,6.03,Auvergne-Rhône-Alpes
2021-07-31,2.13,Auvergne-Rhône-Alpes
2021-08-01,1.93,Auvergne-Rhône-Alpes
2021-08-02,1.5,Auvergne-Rhône-Alpes
2021-08-03,2.45,Auvergne-Rhône-Alpes
2021-08-04,5.07,Auvergne-Rhône-Alpes
2021-08-05,1.89,Auvergne-Rhône-Alpes
2021-08-06,1.63,Auvergne-Rhône-Alpes
2021-08-07,1.5,Auvergne-Rhône-Alpes
2021-08-08,2.0,Auvergne-Rhône-Alpes
2021-08-09,2.0,Auvergne-Rhône-Alpes
2021-08-10,3.33,Auvergne-Rhône-Alpes
2021-08-11,5.07,Auvergne-Rhône-Alpes
2021-08-12,4.92,Auvergne-Rhône-Alpes
2021-08-13,5.28,Auvergne-Rhône-Alpes
2021-08-14,7.1,Auvergne-Rhône-Alpes
2021-08-15,5.81,Auvergne-Rhône-Alpes
2021-08-16,1.5,Auvergne-Rhône-Alpes
2021-08-17,8.13,Auvergne-Rhône-Alpes
2021-08-18,2.5,Auvergne-Rhône-Alpes
2021-08-19,1.5,Auvergne-Rhône-Alpes
2021-08-20,2.29,Auvergne-Rhône-Alpes
2021-08-21,3.5,Auvergne-Rhône-Alpes
2021-08-22,2.29,Auvergne-Rhône-Alpes
2021-08-23,1.65,Auvergne-Rhône-Alpes
2021-08-24,2.49,Auvergne-Rhône-Alpes
2021-08-25,2.5,Auvergne-Rhône-Alpes
2021-08-26,3.0,Auvergne-Rhône-Alpes
2021-08-27,2.17,Auvergne-Rhône-Alpes
2021-08-28,1.4,Auvergne-Rhône-Alpes
2021-08-29,2.4,Auvergne-Rhône-Alpes
2021-08-30,2.1,Auvergne-Rhône-Alpes
2021-08-31,3.87,Auvergne-Rhône-Alpes
2021-09-01,3.77,Auvergne-Rhône-Alpes
2021-09-02,4.47,Auvergne-Rhône-Alpes
2021-09-03,4.09,Auvergne-Rhône-Alpes
2021-09-04,5.0,Auvergne-Rhône-Alpes
2021-09-05,4.43,Auvergne-Rhône-Alpes
2021-09-06,3.8,Auvergne-Rhône-Alpes
2021-09-07,3.73,Auvergne-Rhône-Alpes
2021-09-08,3.15,Auvergne-Rhône-Alpes
2021-09-09,5.23,Auvergne-Rhône-Alpes
2021-09-10,7.3,Auvergne-Rhône-Alpes
2021-09-11,2.73,Auvergne-Rhône-Alpes
2021-09-12,2.5,Auvergne-Rhône-Alpes
2021-09-13,3.03,Auvergne-Rhône-Alpes
2021-09-14,3.0,Auvergne-Rhône-Alpes
2021-09-15,3.17,Auvergne-Rhône-Alpes
2021-09-16,4.17,Auvergne-Rhône-Alpes
2021-09-17,2.43,Auvergne-Rhône-Alpes
2021-09-18,3.0,Auvergne-Rhône-Alpes
2021-09-19,0.6,Auvergne-Rhône-Alpes
2021-09-20,1.5,Auvergne-Rhône-Alpes
2021-09-21,3.97,Auvergne-Rhône-Alpes
2021-09-22,8.1,Auvergne-Rhône-Alpes
2021-09-23,8.23,Auvergne-Rhône-Alpes
2021-09-24,7.9,Auvergne-Rhône-Alpes
2021-09-25,4.67,Auvergne-Rhône-Alpes
2021-09-26,7.15,Auvergne-Rhône-Alpes
2021-09-27,4.26,Auvergne-Rhône-Alpes
2021-09-28,1.1,Auvergne-Rhône-Alpes
2021-09-29,1.2,Auvergne-Rhône-Alpes
2021-09-30,1.07,Auvergne-Rhône-Alpes
2021-10-01,2.87,Auvergne-Rhône-Alpes
2021-10-02,3.6,Auvergne-Rhône-Alpes
2021-10-03,2.67,Auvergne-Rhône-Alpes
2021-10-04,1.4,Auvergne-Rhône-Alpes
2021-10-05,1.6,Auvergne-Rhône-Alpes
2021-10-06,1.5,Auvergne-Rhône-Alpes
2021-10-07,1.4,Auvergne-Rhône-Alpes
2021-10-08,4.09,Auvergne-Rhône-Alpes
2021-10-09,10.27,Auvergne-Rhône-Alpes
2021-10-10,9.27,Auvergne-Rhône-Alpes
2021-10-11,6.35,Auvergne-Rhône-Alpes
2021-10-12,3.1,Auvergne-Rhône-Alpes
2021-10-13,2.29,Auvergne-Rhône-Alpes
2021-10-14,4.67,Auvergne-Rhône-Alpes
2021-10-15,6.87,Auvergne-Rhône-Alpes
2021-10-16,10.1,Auvergne-Rhône-Alpes
2021-10-17,14.59,Auvergne-Rhône-Alpes
2021-10-18,11.93,Auvergne-Rhône-Alpes
2021-10-19,6.72,Auvergne-Rhône-Alpes
2021-10-20,2.4,Auvergne-Rhône-Alpes
2021-10-21,2.0,Auvergne-Rhône-Alpes
2021-10-22,1.77,Auvergne-Rhône-Alpes
2021-10-23,2.0,Auvergne-Rhône-Alpes
2021-10-24,5.09,Auvergne-Rhône-Alpes
2021-10-25,7.47,Auvergne-Rhône-Alpes
2021-10-26,2.67,Auvergne-Rhône-Alpes
2021-10-27,6.13,Auvergne-Rhône-Alpes
2021-10-28,6.13,Auvergne-Rhône-Alpes
2021-10-29,2.2,Auvergne-Rhône-Alpes
2021-10-30,1.0,Auvergne-Rhône-Alpes
2021-10-31,1.0,Auvergne-Rhône-Alpes
2021-11-01,1.2,Auvergne-Rhône-Alpes
2021-11-02,1.2,Auvergne-Rhône-Alpes
2021-11-03,0.9,Auvergne-Rhône-Alpes
2021-11-04,1.9,Auvergne-Rhône-Alpes
2021-11-05,2.6,Auvergne-Rhône-Alpes
2021-11-06,6.37,Auvergne-Rhône-Alpes
2021-11-07,6.17,Auvergne-Rhône-Alpes
2021-11-08,3.23,Auvergne-Rhône-Alpes
2021-11-09,7.4,Auvergne-Rhône-Alpes
2021-11-10,17.77,Auvergne-Rhône-Alpes
2021-11-11,17.55,Auvergne-Rhône-Alpes
2021-11-12,14.92,Auvergne-Rhône-Alpes
2021-11-13,16.73,Auvergne-Rhône-Alpes
2021-11-14,4.0,Auvergne-Rhône-Alpes
2021-11-15,7.8,Auvergne-Rhône-Alpes
2021-11-16,7.9,Auvergne-Rhône-Alpes
2021-11-17,3.0,Auvergne-Rhône-Alpes
2021-11-18,4.0,Auvergne-Rhône-Alpes
2021-11-19,12.13,Auvergne-Rhône-Alpes
2021-11-20,14.03,Auvergne-Rhône-Alpes
2021-11-21,14.47,Auvergne-Rhône-Alpes
2021-11-22,4.09,Auvergne-Rhône-Alpes
2021-11-23,4.5,Auvergne-Rhône-Alpes
2021-11-24,12.43,Auvergne-Rhône-Alpes
2021-11-25,17.77,Auvergne-Rhône-Alpes
2021-11-26,13.53,Auvergne-Rhône-Alpes
2021-11-27,2.54,Auvergne-Rhône-Alpes
2021-11-28,1.1,Auvergne-Rhône-Alpes
2021-11-29,1.7,Auvergne-Rhône-Alpes
2021-11-30,4.9,Auvergne-Rhône-Alpes
2021-12-01,4.8,Auvergne-Rhône-Alpes
2021-12-02,2.06,Auvergne-Rhône-Alpes
2021-12-03,2.43,Auvergne-Rhône-Alpes
2021-12-04,1.3,Auvergne-Rhône-Alpes
2021-12-05,1.8,Auvergne-Rhône-Alpes
2021-12-06,2.43,Auvergne-Rhône-Alpes
2021-12-07,3.45,Auvergne-Rhône-Alpes
2021-12-08,1.5,Auvergne-Rhône-Alpes
2021-12-09,1.7,Auvergne-Rhône-Alpes
2021-12-10,1.37,Auvergne-Rhône-Alpes
2021-12-11,1.8,Auvergne-Rhône-Alpes
2021-12-12,9.02,Auvergne-Rhône-Alpes
2021-12-13,11.6,Auvergne-Rhône-Alpes
2021-12-14,15.17,Auvergne-Rhône-Alpes
2021-12-15,4.33,Auvergne-Rhône-Alpes
2021-12-16,6.77,Auvergne-Rhône-Alpes
2021-12-17,12.0,Auvergne-Rhône-Alpes
2021-12-18,15.3,Auvergne-Rhône-Alpes
2021-12-19,17.89,Auvergne-Rhône-Alpes
2021-12-20,8.57,Auvergne-Rhône-Alpes
2021-12-21,14.37,Auvergne-Rhône-Alpes
2021-12-22,20.1,Auvergne-Rhône-Alpes
2021-12-23,4.8,Auvergne-Rhône-Alpes
2021-12-24,6.25,Auvergne-Rhône-Alpes
2021-12-25,8.19,Auvergne-Rhône-Alpes
2021-12-26,11.37,Auvergne-Rhône-Alpes
2021-12-27,3.0,Auvergne-Rhône-Alpes
2021-12-28,2.6,Auvergne-Rhône-Alpes
2021-12-29,5.47,Auvergne-Rhône-Alpes
2021-12-30,10.97,Auvergne-Rhône-Alpes
2021-12-31,11.27,Auvergne-Rhône-Alpes
2022-01-01,19.62,Auvergne-Rhône-Alpes
2022-01-02,6.73,Auvergne-Rhône-Alpes
2022-01-03,12.32,Auvergne-Rhône-Alpes
2022-01-04,2.52,Auvergne-Rhône-Alpes
2022-01-05,1.7,Auvergne-Rhône-Alpes
2022-01-06,2.2,Auvergne-Rhône-Alpes
2022-01-07,6.5,Auvergne-Rhône-Alpes
2022-01-08,2.4,Auvergne-Rhône-Alpes
2022-01-09,2.52,Auvergne-Rhône-Alpes
2022-01-10,3.57,Auvergne-Rhône-Alpes
2022-01-11,7.07,Auvergne-Rhône-Alpes
2022-01-12,9.65,Auvergne-Rhône-Alpes
2022-01-13,16.37,Auvergne-Rhône-Alpes
2022-01-14,28.15,Auvergne-Rhône-Alpes
2022-01-15,26.9,Auvergne-Rhône-Alpes
2022-01-16,18.07,Auvergne-Rhône-Alpes
2022-01-17,11.77,Auvergne-Rhône-Alpes
2022-01-18,11.4,Auvergne-Rhône-Alpes
2022-01-19,19.73,Auvergne-Rhône-Alpes
2022-01-20,6.3,Auvergne-Rhône-Alpes
2022-01-21,2.7,Auvergne-Rhône-Alpes
2022-01-22,5.2,Auvergne-Rhône-Alpes
2022-01-23,10.99,Auvergne-Rhône-Alpes
2022-01-24,16.47,Auvergne-Rhône-Alpes
2022-01-25,26.17,Auvergne-Rhône-Alpes
2022-01-26,16.39,Auvergne-Rhône-Alpes
2022-01-27,12.43,Auvergne-Rhône-Alpes
2022-01-28,9.86,Auvergne-Rhône-Alpes
2022-01-29,8.33,Auvergne-Rhône-Alpes
2022-01-30,4.87,Auvergne-Rhône-Alpes
2022-01-31,3.55,Auvergne-Rhône-Alpes
2022-02-01,1.9,Auvergne-Rhône-Alpes
2022-02-02,7.8,Auvergne-Rhône-Alpes
2022-02-03,4.53,Auvergne-Rhône-Alpes
2022-02-04,4.83,Auvergne-Rhône-Alpes
2022-02-05,1.73,Auvergne-Rhône-Alpes
2022-02-06,3.33,Auvergne-Rhône-Alpes
2022-02-07,1.8,Auvergne-Rhône-Alpes
2022-02-08,2.83,Auvergne-Rhône-Alpes
2022-02-09,5.07,Auvergne-Rhône-Alpes
2022-02-10,4.76,Auvergne-Rhône-Alpes
2022-02-11,2.1,Auvergne-Rhône-Alpes
2022-02-12,4.67,Auvergne-Rhône-Alpes
2022-02-13,2.73,Auvergne-Rhône-Alpes
2022-02-14,2.0,Auvergne-Rhône-Alpes
2022-02-15,1.27,Auvergne-Rhône-Alpes
2022-02-16,2.4,Auvergne-Rhône-Alpes
2022-02-17,5.17,Auvergne-Rhône-Alpes
2022-02-18,1.9,Auvergne-Rhône-Alpes
2022-02-19,1.9,Auvergne-Rhône-Alpes
2022-02-20,2.87,Auvergne-Rhône-Alpes
2022-02-21,2.29,Auvergne-Rhône-Alpes
2022-02-22,3.73,Auvergne-Rhône-Alpes
2022-02-23,3.42,Auvergne-Rhône-Alpes
2022-02-24,5.0,Auvergne-Rhône-Alpes
2022-02-25,1.5,Auvergne-Rhône-Alpes
2022-02-26,2.4,Auvergne-Rhône-Alpes
2022-02-27,5.07,Auvergne-Rhône-Alpes
2022-02-28,4.5,Auvergne-Rhône-Alpes
2022-03-01,6.27,Auvergne-Rhône-Alpes
2022-03-02,5.57,Auvergne-Rhône-Alpes
2022-03-03,9.05,Auvergne-Rhône-Alpes
2022-03-04,10.97,Auvergne-Rhône-Alpes
2022-03-05,10.33,Auvergne-Rhône-Alpes
2022-03-06,8.02,Auvergne-Rhône-Alpes
2022-03-07,12.9,Auvergne-Rhône-Alpes
2022-03-08,10.7,Auvergne-Rhône-Alpes
2022-03-09,10.95,Auvergne-Rhône-Alpes
2022-03-10,5.43,Auvergne-Rhône-Alpes
2022-03-11,4.03,Auvergne-Rhône-Alpes
2022-03-12,2.83,Auvergne-Rhône-Alpes
2022-03-13,2.63,Auvergne-Rhône-Alpes
2022-03-14,5.6,Auvergne-Rhône-Alpes
2022-03-15,2.5,Auvergne-Rhône-Alpes
2022-03-16,3.43,Auvergne-Rhône-Alpes
2022-03-17,8.6,Auvergne-Rhône-Alpes
2022-03-18,11.97,Auvergne-Rhône-Alpes
2022-03-19,19.53,Auvergne-Rhône-Alpes
2022-03-20,5.97,Auvergne-Rhône-Alpes
2022-03-21,5.9,Auvergne-Rhône-Alpes
2022-03-22,6.2,Auvergne-Rhône-Alpes
2022-03-23,7.17,Auvergne-Rhône-Alpes
2022-03-24,10.87,Auvergne-Rhône-Alpes
2022-03-25,11.53,Auvergne-Rhône-Alpes
2022-03-26,15.4,Auvergne-Rhône-Alpes
2022-03-27,14.93,Auvergne-Rhône-Alpes
2022-03-28,6.89,Auvergne-Rhône-Alpes
2022-03-29,5.13,Auvergne-Rhône-Alpes
2022-03-30,4.17,Auvergne-Rhône-Alpes
2022-03-31,8.44,Auvergne-Rhône-Alpes
2022-04-01,2.4,Auvergne-Rhône-Alpes
2022-04-02,5.2,Auvergne-Rhône-Alpes
2022-04-03,5.7,Auvergne-Rhône-Alpes
2022-04-04,6.3,Auvergne-Rhône-Alpes
2022-04-05,3.93,Auvergne-Rhône-Alpes
2022-04-06,2.33,Auvergne-Rhône-Alpes
2022-04-07,1.5,Auvergne-Rhône-Alpes
2022-04-08,1.0,Auvergne-Rhône-Alpes
2022-04-09,1.2,Auvergne-Rhône-Alpes
2022-04-10,2.6,Auvergne-Rhône-Alpes
2022-04-11,1.3,Auvergne-Rhône-Alpes
2022-04-12,1.17,Auvergne-Rhône-Alpes
2022-04-13,2.37,Auvergne-Rhône-Alpes
2022-04-14,2.7,Auvergne-Rhône-Alpes
2022-04-15,2.2,Auvergne-Rhône-Alpes
2022-04-16,2.2,Auvergne-Rhône-Alpes
2022-04-17,1.9,Auvergne-Rhône-Alpes
2022-04-18,1.63,Auvergne-Rhône-Alpes
2022-04-19,1.73,Auvergne-Rhône-Alpes
2022-04-20,2.4,Auvergne-Rhône-Alpes
2022-04-21,2.5,Auvergne-Rhône-Alpes
2022-04-22,3.5,Auvergne-Rhône-Alpes
2022-04-23,1.12,Auvergne-Rhône-Alpes
2022-04-24,0.73,Auvergne-Rhône-Alpes
2022-04-25,5.32,Auvergne-Rhône-Alpes
2022-04-26,4.5,Auvergne-Rhône-Alpes
2022-04-27,3.75,Auvergne-Rhône-Alpes
2022-04-28,3.0,Auvergne-Rhône-Alpes
2022-04-29,3.53,Auvergne-Rhône-Alpes
2022-04-30,4.2,Auvergne-Rhône-Alpes
2022-05-01,3.8,Auvergne-Rhône-Alpes
2022-05-02,3.2,Auvergne-Rhône-Alpes
2022-05-03,3.33,Auvergne-Rhône-Alpes
2022-05-04,2.7,Auvergne-Rhône-Alpes
2022-05-05,4.53,Auvergne-Rhône-Alpes
2022-05-06,3.67,Auvergne-Rhône-Alpes
2022-05-07,2.5,Auvergne-Rhône-Alpes
2022-05-08,3.13,Auvergne-Rhône-Alpes
2022-05-09,4.09,Auvergne-Rhône-Alpes
2022-05-10,4.09,Auvergne-Rhône-Alpes
2022-05-11,2.23,Auvergne-Rhône-Alpes
2022-05-12,2.73,Auvergne-Rhône-Alpes
2022-05-13,4.37,Auvergne-Rhône-Alpes
2022-05-14,2.47,Auvergne-Rhône-Alpes
2022-05-15,3.7,Auvergne-Rhône-Alpes
2022-05-16,2.37,Auvergne-Rhône-Alpes
2022-05-17,3.32,Auvergne-Rhône-Alpes
2022-05-18,2.78,Auvergne-Rhône-Alpes
2022-05-19,3.08,Auvergne-Rhône-Alpes
2022-05-20,2.33,Auvergne-Rhône-Alpes
2022-05-21,4.83,Auvergne-Rhône-Alpes
2022-05-22,3.8,Auvergne-Rhône-Alpes
2022-05-23,3.07,Auvergne-Rhône-Alpes
2022-05-24,0.73,Auvergne-Rhône-Alpes
2022-05-25,0.9,Auvergne-Rhône-Alpes
2022-05-26,1.1,Auvergne-Rhône-Alpes
2022-05-27,1.17,Auvergne-Rhône-Alpes
2022-05-28,1.33,Auvergne-Rhône-Alpes
2022-05-29,1.27,Auvergne-Rhône-Alpes
2022-05-30,1.37,Auvergne-Rhône-Alpes
