,date,PM 2.5,Station
675,2022-11-07,4.674106951871658,Grand Est
676,2022-11-08,4.674106951871658,Grand Est
677,2022-11-09,4.674106951871658,Grand Est
678,2022-11-10,4.674106951871658,Grand Est
679,2022-11-11,4.674106951871658,Grand Est
680,2022-11-12,4.674106951871658,Grand Est
681,2022-11-13,4.674106951871658,Grand Est
682,2022-11-14,4.674106951871658,Grand Est
683,2022-11-15,4.674106951871658,Grand Est
684,2022-11-16,4.674106951871658,Grand Est
685,2022-11-17,4.674106951871658,Grand Est
686,2022-11-18,4.674106951871658,Grand Est
687,2022-11-19,4.674106951871658,Grand Est
688,2022-11-20,4.674106951871658,Grand Est
689,2022-11-21,4.674106951871658,Grand Est
690,2022-11-22,4.674106951871658,Grand Est
691,2022-11-23,4.674106951871658,Grand Est
692,2022-11-24,4.674106951871658,Grand Est
693,2022-11-25,4.674106951871658,Grand Est
694,2022-11-26,4.674106951871658,Grand Est
695,2022-11-27,4.674106951871658,Grand Est
696,2022-11-28,4.674106951871658,Grand Est
697,2022-11-29,4.674106951871658,Grand Est
698,2022-11-30,4.674106951871658,Grand Est
699,2022-12-01,4.674106951871658,Grand Est
700,2022-12-02,4.674106951871658,Grand Est
701,2022-12-03,4.674106951871658,Grand Est
702,2022-12-04,4.674106951871658,Grand Est
703,2022-12-05,4.674106951871658,Grand Est
704,2022-12-06,4.674106951871658,Grand Est
705,2022-12-07,4.674106951871658,Grand Est
706,2022-12-08,4.674106951871658,Grand Est
707,2022-12-09,4.674106951871658,Grand Est
708,2022-12-10,4.674106951871658,Grand Est
