,Date,Station,PM 2.5
46,2021-02-10,Bourgogne-Franche-Comté,42.0
47,2021-02-11,Bourgogne-Franche-Comté,65.0
48,2021-02-12,Bourgogne-Franche-Comté,62.0
49,2021-02-13,Bourgogne-Franche-Comté,49.0
50,2021-02-14,Bourgogne-Franche-Comté,37.0
51,2021-02-15,Bourgogne-Franche-Comté,58.0
52,2021-02-16,Bourgogne-Franche-Comté,34.0
53,2021-02-17,,27.58744394618834
54,2021-02-18,Bourgogne-Franche-Comté,42.0
56,2021-02-19,Bourgogne-Franche-Comté,47.0
57,2021-02-20,Bourgogne-Franche-Comté,32.0
58,2021-02-21,Bourgogne-Franche-Comté,44.0
59,2021-02-22,,27.58744394618834
60,2021-02-23,Bourgogne-Franche-Comté,68.0
62,2021-02-24,Bourgogne-Franche-Comté,94.0
63,2021-02-25,Bourgogne-Franche-Comté,76.0
64,2021-02-26,Bourgogne-Franche-Comté,75.0
65,2021-02-27,Bourgogne-Franche-Comté,53.0
66,2021-02-28,Bourgogne-Franche-Comté,44.0
67,2021-03-01,Bourgogne-Franche-Comté,40.0
68,2021-03-02,Bourgogne-Franche-Comté,58.0
69,2021-03-03,Bourgogne-Franche-Comté,70.0
70,2021-03-04,Bourgogne-Franche-Comté,61.0
71,2021-03-05,Bourgogne-Franche-Comté,70.0
72,2021-03-06,Bourgogne-Franche-Comté,62.0
73,2021-03-07,Bourgogne-Franche-Comté,37.0
74,2021-03-08,Bourgogne-Franche-Comté,63.0
75,2021-03-09,Bourgogne-Franche-Comté,56.0
76,2021-03-10,Bourgogne-Franche-Comté,49.0
77,2021-03-11,Bourgogne-Franche-Comté,68.0
78,2021-03-12,,27.58744394618834
79,2021-03-13,Bourgogne-Franche-Comté,16.0
81,2021-03-14,Bourgogne-Franche-Comté,16.0
82,2021-03-15,Bourgogne-Franche-Comté,17.0
83,2021-03-16,Bourgogne-Franche-Comté,16.0
84,2021-03-17,Bourgogne-Franche-Comté,20.0
85,2021-03-18,,27.58744394618834
86,2021-03-19,Bourgogne-Franche-Comté,31.0
88,2021-03-20,Bourgogne-Franche-Comté,37.0
89,2021-03-21,Bourgogne-Franche-Comté,30.0
90,2021-03-22,Bourgogne-Franche-Comté,48.0
91,2021-03-23,Bourgogne-Franche-Comté,41.0
92,2021-03-24,Bourgogne-Franche-Comté,34.0
93,2021-03-25,Bourgogne-Franche-Comté,49.0
94,2021-03-26,Bourgogne-Franche-Comté,47.0
95,2021-03-27,Bourgogne-Franche-Comté,41.0
96,2021-03-28,Bourgogne-Franche-Comté,19.0
97,2021-03-29,,27.58744394618834
98,2021-03-30,Bourgogne-Franche-Comté,34.0
100,2021-03-31,Bourgogne-Franche-Comté,40.0
101,2021-04-01,Bourgogne-Franche-Comté,42.0
102,2021-04-02,Bourgogne-Franche-Comté,34.0
103,2021-04-03,Bourgogne-Franche-Comté,57.0
104,2021-04-04,Bourgogne-Franche-Comté,32.0
105,2021-04-05,Bourgogne-Franche-Comté,28.0
106,2021-04-06,Bourgogne-Franche-Comté,34.0
107,2021-04-07,Bourgogne-Franche-Comté,28.0
108,2021-04-08,,27.58744394618834
109,2021-04-09,Bourgogne-Franche-Comté,30.0
111,2021-04-10,Bourgogne-Franche-Comté,30.0
112,2021-04-11,Bourgogne-Franche-Comté,12.0
113,2021-04-12,Bourgogne-Franche-Comté,18.0
114,2021-04-13,Bourgogne-Franche-Comté,29.0
115,2021-04-14,,27.58744394618834
116,2021-04-15,Bourgogne-Franche-Comté,38.0
118,2021-04-16,Bourgogne-Franche-Comté,23.0
119,2021-04-17,,27.58744394618834
120,2021-04-18,Bourgogne-Franche-Comté,29.0
122,2021-04-19,Bourgogne-Franche-Comté,40.0
123,2021-04-20,,27.58744394618834
124,2021-04-21,Bourgogne-Franche-Comté,46.0
126,2021-04-22,Bourgogne-Franche-Comté,38.0
127,2021-04-23,Bourgogne-Franche-Comté,35.0
128,2021-04-24,,27.58744394618834
129,2021-04-25,Bourgogne-Franche-Comté,30.0
130,2021-04-26,Bourgogne-Franche-Comté,25.0
132,2021-04-27,Bourgogne-Franche-Comté,27.0
133,2021-04-28,Bourgogne-Franche-Comté,23.0
134,2021-04-29,Bourgogne-Franche-Comté,34.0
135,2021-04-30,,27.58744394618834
136,2021-05-01,Bourgogne-Franche-Comté,41.0
